session_id	session_start_utc	session_date_lagos	visitor_id	source	channel	medium	campaign	gclid	device	country	landing_page	page_views	duration_seconds	user_agent	is_new_visitor	converted	transaction_id	revenue_ngn	is_bot	is_spam
S000187431	2025-05-24T09:00:27Z	2025-05-24	u035613	google	Google	paid	wedding_season_23	Cj0KCQ6126099073	Mobile	United Kingdom	/contact	1	0	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000187432	2025-05-24T09:29:45Z	2025-05-24	u052316	tik tok	TikTok	social	wedding_season_24	Not applicable	Tablet	Nigeria	/shop	1	90	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000187433	2025-05-24T16:29:35Z	2025-05-24	u038996	instagram	Instagram	paid	Not applicable	Cj0KCQ3297940373	Mobile	South Africa	/shop	4	135	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187434	2025-05-24T06:10:33Z	2025-05-24	u065427	facebook	Facebook / Meta	paid	retarget_q4	Cj0KCQ7305035533	Mobile	Nigeria	/about	1	0	SemrushBot/7~bl	True	False	Not applicable	0.0	True	False
S000187435	2025-05-24T19:09:41Z	2025-05-24	u014621	meta	Facebook / Meta	email	blackfriday24	Not applicable	Mobile	United Kingdom	/about	6	251	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000187436	2025-05-24T06:27:04Z	2025-05-24	u037395	referral	Referral / Other	organic	lagos_nights_launch	Not applicable	Desktop	Nigeria	/	6	186	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000187437	2025-05-24T13:37:10Z	2025-05-24	u053646	fb	Facebook / Meta	referral	harmattan_drop	Not applicable	Tablet	United States	/commercial	9	679	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000187438	2025-05-24T17:53:43Z	2025-05-24	u058959	direct	Direct	none	harmattan_drop	Not applicable	Tablet	United Kingdom	/shop/harmattan-drop	4	95	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000187439	2025-05-24T21:26:42Z	2025-05-24	u031458	instagram	Instagram	social	Not applicable	Not applicable	Tablet	Nigeria	/shop/harmattan-drop	4	271	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000187440	2025-05-24T15:13:51Z	2025-05-24	u036624	google.com	Google	none	blackfriday24	Not applicable	Tablet	Kenya	/rates	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000187441	2025-05-24T06:20:58Z	2025-05-24	u043522	meta	Facebook / Meta	paid	brand_always_on	Cj0KCQ2392875067	Mobile	United Kingdom	/	2	165	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	True	Not applicable	53800.0	False	False
S000187442	2025-05-24T12:10:34Z	2025-05-24	u071576	ig	Instagram	paid	wedding_season_23	Cj0KCQ1317492990	Desktop	United States	/shop/harmattan-drop	3	51	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187443	2025-05-24T12:50:52Z	2025-05-24	u047852	linkedin	Referral / Other	none	showreel_push	Not applicable	Mobile	Nigeria	/rates	60	0	Mozilla/5.0 (compatible; SEMrush spider)	True	False	Not applicable	0.0	True	False
S000187444	2025-05-24T08:28:11Z	2025-05-24	u064598	tik tok	TikTok	social	retarget_q4	Not applicable	Tablet	Nigeria	/weddings	2	185	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000187445	2025-05-24T18:21:57Z	2025-05-24	u089350	fb	Facebook / Meta	none	black_friday	Not applicable	Mobile	Kenya	/portfolio	3	212	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000187446	2025-05-24T17:00:34Z	2025-05-24	u076845	ig	Instagram	organic	lagos_nights_launch	Not applicable	Mobile	Nigeria	/	2	184	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000187447	2025-05-24T17:53:10Z	2025-05-24	u024045	tiktok	TikTok	social	retarget_q4	Not applicable	Tablet	Nigeria	/booking	1	0	Mozilla/5.0 (compatible; bingbot/2.0)	False	False	Not applicable	0.0	True	False
S000187448	2025-05-24T16:39:19Z	2025-05-24	u071294	linkedin	Referral / Other	referral	harmattan_drop	Not applicable	Desktop	United States	/blog/5-tips-for-your-wedding-film	2	127	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187449	2025-05-24T16:20:18Z	2025-05-24	u069334	email	Email	paid	black_friday	Cj0KCQ3457401917	Tablet	Nigeria	/portfolio	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187450	2025-05-24T09:52:11Z	2025-05-24	u062551	facebook	Facebook / Meta	paid	retarget_q4	Cj0KCQ1924818126	Mobile	Kenya	/weddings	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000187451	2025-05-24T09:01:40Z	2025-05-24	u005786	email	Email	email	brand_always_on	Not applicable	Tablet	Nigeria	/commercial	3	77	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187452	2025-05-24T16:26:32Z	2025-05-24	u080647	youtube	YouTube	social	retarget_q4	Not applicable	Mobile	United States	/portfolio	4	110	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000187453	2025-05-24T20:50:26Z	2025-05-24	u059819	newsletter	Email	referral	lagos_nights_launch	Not applicable	Desktop	Nigeria	/commercial	2	140	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000187454	2025-05-24T08:07:38Z	2025-05-24	u021020	(direct)	Direct	none	Not applicable	Not applicable	Mobile	Nigeria	/contact	1	0	python-requests/2.31.0	False	False	Not applicable	0.0	True	False
S000187455	2025-05-24T12:27:16Z	2025-05-24	u067435	twitter	Referral / Other	paid	harmattan_drop	Cj0KCQ5388119991	Desktop	Nigeria	/booking	2	77	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000187456	2025-05-24T15:28:35Z	2025-05-24	u088768	ig	Instagram	paid	wedding_season_23	Cj0KCQ4345732554	Mobile	Canada	/rates	15	749	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000187457	2025-05-24T21:06:56Z	2025-05-24	u022112	x.com	Referral / Other	social	retarget_q4	Not applicable	Mobile	Ghana	/shop	1	49	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000187458	2025-05-24T21:36:41Z	2025-05-24	u087893	(direct)	Direct	social	lagos_nights_launch	Not applicable	Tablet	Kenya	/weddings	6	103	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000187459	2025-05-24T17:11:05Z	2025-05-24	u021220	fb	Facebook / Meta	social	retarget_q4	Not applicable	Desktop	United States	/commercial	2	69	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000187460	2025-05-24T21:35:03Z	2025-05-24	u034906	tik tok	TikTok	social	Not applicable	Not applicable	Mobile	Nigeria	/rates	2	151	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187461	2025-05-24T10:34:45Z	2025-05-24	u073483	instagram	Instagram	paid	lagos_nights_launch	Cj0KCQ7703445336	Tablet	Nigeria	/	2	170	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187462	2025-05-24T20:31:57Z	2025-05-24	u056499	(direct)	Direct	none	Not applicable	Not applicable	Mobile	Kenya	/blog/5-tips-for-your-wedding-film	2	125	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000187463	2025-05-24T09:03:51Z	2025-05-24	u028074	google	Google	paid	retarget_q4	Cj0KCQ5489889520	Desktop	Nigeria	/shop/harmattan-drop	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000187464	2025-05-24T07:49:07Z	2025-05-24	u087681	ig	Instagram	email	black_friday	Not applicable	Mobile	Nigeria	/portfolio	1	71	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000187465	2025-05-24T04:28:36Z	2025-05-24	u041128	instagram	Instagram	referral	showreel_push	Not applicable	Mobile	Nigeria	/rates	1	26	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000187466	2025-05-24T01:49:02Z	2025-05-24	u048008	google	Google	social	lagos_nights_launch	Not applicable	Desktop	Nigeria	/	2	37	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000187467	2025-05-24T13:23:44Z	2025-05-24	u027416	direct	Direct	referral	harmattan_drop	Not applicable	Mobile	Nigeria	/shop	1	62	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000187468	2025-05-24T09:52:37Z	2025-05-24	u076133	yt	YouTube	none	wedding_season_23	Not applicable	Mobile	United Kingdom	/portfolio	2	59	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187469	2025-05-24T10:21:23Z	2025-05-24	u049410	email	Email	referral	harmattan_drop	Not applicable	Desktop	Ghana	/shop	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187470	2025-05-24T13:43:22Z	2025-05-24	u053825	instagram	Instagram	paid	Not applicable	Cj0KCQ5672642615	Mobile	Nigeria	/commercial	2	137	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000187471	2025-05-24T19:37:39Z	2025-05-24	u071198	facebook	Facebook / Meta	none	black_friday	Not applicable	Mobile	United States	/blog/5-tips-for-your-wedding-film	1	30	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000187472	2025-05-24T09:31:20Z	2025-05-24	u042242	newsletter	Email	paid	showreel_push	Cj0KCQ7346290638	Desktop	United Kingdom	/portfolio	40	0	Mozilla/5.0 (compatible; SEMrush spider)	False	False	Not applicable	0.0	True	False
S000187473	2025-05-24T21:26:23Z	2025-05-24	u010456	instagram	Instagram	paid	retarget_q4	Cj0KCQ8206760448	Desktop	United States	/shop/harmattan-drop	6	161	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187474	2025-05-24T17:45:52Z	2025-05-24	u051501	meta	Facebook / Meta	email	retarget_q4	Not applicable	Desktop	Nigeria	/portfolio	6	477	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000187475	2025-05-24T12:07:05Z	2025-05-24	u088827	instagram	Instagram	social	wedding_season_23	Not applicable	Desktop	Nigeria	/	9	459	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000187476	2025-05-24T16:36:37Z	2025-05-24	u040331	email	Email	paid	harmattan_drop	Cj0KCQ7019743371	Desktop	Nigeria	/booking	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187477	2025-05-24T01:06:03Z	2025-05-24	u062319	meta	Facebook / Meta	email	brand_always_on	Not applicable	Desktop	Nigeria	/portfolio	1	74	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000187478	2025-05-24T06:12:18Z	2025-05-24	u045527	twitter	Referral / Other	paid	Not applicable	Cj0KCQ6105939731	Mobile	Nigeria	/portfolio	3	171	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000187479	2025-05-24T11:49:38Z	2025-05-24	u001697	newsletter	Email	paid	wedding_season_24	Cj0KCQ8230606698	Mobile	Nigeria	/booking	3	196	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	True	ORD503304	157700.0	False	False
S000187480	2025-05-24T17:24:17Z	2025-05-24	u054161	google.com	Google	social	harmattan_drop	Not applicable	Tablet	Nigeria	/weddings	3	257	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000187481	2025-05-24T14:40:09Z	2025-05-24	u068998	(direct)	Direct	paid	showreel_push	Cj0KCQ7667911532	Desktop	Nigeria	/blog/5-tips-for-your-wedding-film	2	175	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000187482	2025-05-24T15:39:37Z	2025-05-24	u064934	x.com	Referral / Other	organic	Not applicable	Not applicable	Mobile	South Africa	/portfolio	2	52	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187483	2025-05-24T16:41:17Z	2025-05-24	u021761	twitter	Referral / Other	paid	lagos_nights_launch	Cj0KCQ7494690439	Mobile	Nigeria	/	4	309	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000187484	2025-05-24T17:26:41Z	2025-05-24	u009201	fb	Facebook / Meta	paid	Not applicable	Cj0KCQ7215226080	Tablet	United Kingdom	/portfolio	1	0	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	True	False	Not applicable	0.0	True	False
S000187485	2025-05-24T11:34:27Z	2025-05-24	u008474	linkedin	Referral / Other	social	blackfriday24	Not applicable	Desktop	Nigeria	/blog/5-tips-for-your-wedding-film	2	173	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187486	2025-05-24T20:20:48Z	2025-05-24	u063004	yt	YouTube	email	harmattan_drop	Not applicable	Mobile	Nigeria	/shop	4	134	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000187487	2025-05-24T13:08:09Z	2025-05-24	u028204	twitter	Referral / Other	paid	blackfriday24	Cj0KCQ7366589347	Tablet	Nigeria	/booking	6	483	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000187488	2025-05-24T06:53:00Z	2025-05-24	u034763	tiktok	TikTok	none	retarget_q4	Not applicable	Mobile	Nigeria	/about	1	35	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187489	2025-05-24T08:49:23Z	2025-05-24	u027660	email	Email	organic	lagos_nights_launch	Not applicable	Desktop	Nigeria	/shop	60	0	Mozilla/5.0 (compatible; SEMrush spider)	True	False	Not applicable	0.0	True	False
S000187490	2025-05-24T16:46:32Z	2025-05-24	u057770	google	Google	organic	harmattan_drop	Not applicable	Tablet	Nigeria	/shop	2	81	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000187491	2025-05-24T19:20:14Z	2025-05-24	u040615	behance	Referral / Other	referral	harmattan_drop	Not applicable	Desktop	United States	/blog/5-tips-for-your-wedding-film	1	0	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000187492	2025-05-24T19:15:30Z	2025-05-24	u084512	direct	Direct	social	harmattan_drop	Not applicable	Mobile	Nigeria	/weddings	2	112	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000187493	2025-05-24T14:10:53Z	2025-05-24	u021409	tiktok	TikTok	none	blackfriday24	Not applicable	Desktop	Nigeria	/portfolio	9	493	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000187494	2025-05-24T22:59:47Z	2025-05-24	u014730	behance	Referral / Other	paid	harmattan_drop	Cj0KCQ5638175649	Tablet	Ghana	/weddings	6	356	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000187495	2025-05-24T13:14:30Z	2025-05-24	u063383	fb	Facebook / Meta	social	showreel_push	Not applicable	Mobile	Nigeria	/portfolio	1	0	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000187496	2025-05-24T05:37:56Z	2025-05-24	u002359	linkedin	Referral / Other	none	harmattan_drop	Not applicable	Mobile	Nigeria	/portfolio	3	216	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000187497	2025-05-24T20:28:01Z	2025-05-24	u052999	facebook	Facebook / Meta	paid	Not applicable	Cj0KCQ7554189727	Mobile	Ghana	/rates	4	126	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000187498	2025-05-24T16:41:31Z	2025-05-24	u015026	facebook	Facebook / Meta	social	Not applicable	Not applicable	Tablet	Nigeria	/about	3	277	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187499	2025-05-24T05:34:44Z	2025-05-24	u048836	direct	Direct	social	harmattan_drop	Not applicable	Tablet	Nigeria	/	15	816	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187500	2025-05-24T17:00:47Z	2025-05-24	u010015	google.com	Google	none	harmattan_drop	Not applicable	Tablet	Nigeria	/shop	2	164	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000187501	2025-05-24T10:12:29Z	2025-05-24	u042925	x.com	Referral / Other	organic	wedding_season_24	Not applicable	Tablet	Nigeria	/weddings	3	263	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000187502	2025-05-24T06:39:41Z	2025-05-24	u079272	instagram	Instagram	none	wedding_season_23	Not applicable	Mobile	United States	/weddings	2	154	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187503	2025-05-24T19:12:48Z	2025-05-24	u026244	meta	Facebook / Meta	paid	wedding_season_24	Cj0KCQ8543961914	Tablet	Nigeria	/	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000187504	2025-05-24T20:24:41Z	2025-05-24	u080671	tiktok	TikTok	referral	retarget_q4	Not applicable	Mobile	Nigeria	/booking	60	0	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	True	False	Not applicable	0.0	True	False
S000187505	2025-05-24T20:10:42Z	2025-05-24	u037958	vimeo	Referral / Other	paid	wedding_season_23	Cj0KCQ5584516903	Mobile	Nigeria	/blog/5-tips-for-your-wedding-film	2	132	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000187506	2025-05-24T11:09:52Z	2025-05-24	u004185	ig	Instagram	social	retarget_q4	Not applicable	Mobile	Nigeria	/blog/5-tips-for-your-wedding-film	2	107	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000187507	2025-05-24T09:09:38Z	2025-05-24	u020841	behance	Referral / Other	organic	harmattan_drop	Not applicable	Mobile	Nigeria	/shop/harmattan-drop	6	503	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000187508	2025-05-24T19:39:34Z	2025-05-24	u035315	linkedin	Referral / Other	none	wedding_season_24	Not applicable	Mobile	Nigeria	/blog/5-tips-for-your-wedding-film	4	290	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000187509	2025-05-24T13:25:48Z	2025-05-24	u001537	fb	Facebook / Meta	paid	brand_always_on	Cj0KCQ9117165824	Desktop	Nigeria	/portfolio	1	74	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000187510	2025-05-24T16:41:46Z	2025-05-24	u065389	google	Google	social	retarget_q4	Not applicable	Mobile	Nigeria	/	60	0	HeadlessChrome/119.0.0.0	True	False	Not applicable	0.0	True	False
S000187511	2025-05-24T19:18:46Z	2025-05-24	u044613	referral	Referral / Other	email	black_friday	Not applicable	Mobile	Nigeria	/contact	2	118	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000187512	2025-05-24T18:28:38Z	2025-05-24	u010843	email	Email	organic	retarget_q4	Not applicable	Mobile	Ghana	/shop/harmattan-drop	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000187513	2025-05-24T19:35:17Z	2025-05-24	u036725	google	Google	social	blackfriday24	Not applicable	Desktop	Nigeria	/shop	2	128	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187514	2025-05-24T18:04:53Z	2025-05-24	u037498	google	Google	social	harmattan_drop	Not applicable	Mobile	Nigeria	/booking	2	187	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000187515	2025-05-24T09:49:10Z	2025-05-24	u078639	direct	Direct	none	brand_always_on	Not applicable	Mobile	United Kingdom	/blog/5-tips-for-your-wedding-film	40	0	curl/8.1.2	False	False	Not applicable	0.0	True	False
S000187516	2025-05-24T16:46:48Z	2025-05-24	u083867	meta	Facebook / Meta	organic	Not applicable	Not applicable	Mobile	Nigeria	/shop	4	198	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000187517	2025-05-24T22:24:47Z	2025-05-24	u002269	facebook	Facebook / Meta	social	harmattan_drop	Not applicable	Desktop	Nigeria	/contact	6	429	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000187518	2025-05-24T14:14:04Z	2025-05-24	u013344	ig	Instagram	paid	blackfriday24	Cj0KCQ5781968202	Tablet	Nigeria	/portfolio	15	1067	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000187519	2025-05-24T17:04:52Z	2025-05-24	u066931	facebook	Facebook / Meta	social	black_friday	Not applicable	Tablet	Nigeria	/portfolio	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000187520	2025-05-24T10:39:42Z	2025-05-24	u004393	fb	Facebook / Meta	social	lagos_nights_launch	Not applicable	Mobile	Nigeria	/weddings	1	35	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187521	2025-05-24T07:34:45Z	2025-05-24	u052270	x.com	Referral / Other	paid	brand_always_on	Cj0KCQ8471616215	Mobile	United Kingdom	/blog/5-tips-for-your-wedding-film	2	83	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000187522	2025-05-24T15:44:54Z	2025-05-24	u071952	fb	Facebook / Meta	none	harmattan_drop	Not applicable	Mobile	Nigeria	/blog/5-tips-for-your-wedding-film	2	164	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	True	ORD513869	88300.0	False	False
S000187523	2025-05-24T18:19:08Z	2025-05-24	u035383	google	Google	paid	Not applicable	Cj0KCQ3907834970	Mobile	Nigeria	/contact	2	154	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000187524	2025-05-24T17:43:45Z	2025-05-24	u062769	google	Google	referral	harmattan_drop	Not applicable	Mobile	Nigeria	/shop	60	0	curl/8.1.2	True	False	Not applicable	0.0	True	False
S000187525	2025-05-24T06:06:48Z	2025-05-24	u041152	instagram	Instagram	social	retarget_q4	Not applicable	Desktop	Nigeria	/portfolio	3	76	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000187526	2025-05-24T21:39:46Z	2025-05-24	u042135	tiktok	TikTok	none	wedding_season_24	Not applicable	Desktop	Nigeria	/blog/5-tips-for-your-wedding-film	6	344	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000187527	2025-05-24T18:31:39Z	2025-05-24	u055099	facebook	Facebook / Meta	social	retarget_q4	Not applicable	Tablet	United States	/rates	3	222	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
